Date,Nicosia - Traffic Station,Limassol - Traffic Station,Larnaka - Traffic Station,Paralimni - Traffic Station,Zygi - Industrial Station,EMEP - Agia Marina Xyliatou - Background Station,Pafos - Traffic Station
30/01/2019,49.0,35.3,49.7,33.8,23.6,N/A,N/A
31/01/2019,91.2,33.8,43.4,39.1,27.0,N/A,N/A
01/02/2019,N/A,32.1,31.6,27.3,23.5,13.3,N/A
02/02/2019,40.6,31.1,36.8,26.6,14.9,N/A,N/A
03/02/2019,44.9,26.2,30.4,24.5,13.1,6.4,N/A
04/02/2019,48.9,33.8,40.7,24.9,18.4,12.8,N/A
05/02/2019,42.1,37.9,47.6,34.0,27.0,18.6,N/A
06/02/2019,32.1,35.4,44.1,33.8,N/A,N/A,N/A
07/02/2019,30.5,39.8,38.2,39.6,N/A,N/A,N/A
08/02/2019,52.9,49.4,53.2,46.1,31.3,N/A,N/A
09/02/2019,37.3,24.0,29.8,26.2,15.6,N/A,N/A
10/02/2019,46.3,15.7,28.9,24.5,12.3,N/A,N/A
11/02/2019,50.4,28.5,25.9,29.7,13.0,N/A,N/A
12/02/2019,45.8,25.0,33.6,37.0,13.8,N/A,N/A
13/02/2019,37.7,28.3,46.5,29.5,16.4,N/A,N/A
14/02/2019,28.2,21.0,24.8,24.9,15.4,N/A,N/A
15/02/2019,N/A,21.5,16.2,14.6,N/A,N/A,N/A
16/02/2019,N/A,18.9,24.4,22.4,10.4,N/A,N/A
17/02/2019,31.4,18.5,23.1,23.8,10.9,N/A,N/A
18/02/2019,53.1,34.5,30.7,36.8,14.6,8.0,N/A
19/02/2019,47.1,34.9,35.4,35.5,20.4,12.8,N/A
20/02/2019,43.6,29.4,38.4,30.7,19.6,15.3,N/A
21/02/2019,52.3,26.4,37.6,34.0,11.1,N/A,22.1
22/02/2019,48.6,27.3,32.8,33.9,12.1,N/A,25.8
23/02/2019,48.3,20.4,33.7,35.4,13.5,N/A,19.3
24/02/2019,48.5,21.3,32.6,30.4,16.5,N/A,16.9
25/02/2019,54.5,37.2,49.8,37.8,28.1,18.0,46.8
26/02/2019,58.9,58.1,61.5,54.1,45.1,24.5,60.1
27/02/2019,33.7,31.4,26.1,27.2,26.3,N/A,34.9
28/02/2019,28.0,17.8,22.1,19.6,11.3,N/A,15.4
01/03/2019,36.3,N/A,N/A,24.0,17.5,N/A,20.4
02/03/2019,42.8,26.7,31.8,33.1,19.0,N/A,23.2
03/03/2019,35.5,16.2,18.3,20.2,10.8,N/A,16.3
04/03/2019,33.4,29.6,26.0,32.5,15.0,N/A,18.1
05/03/2019,N/A,34.1,33.5,28.7,17.8,N/A,N/A
06/03/2019,38.0,24.9,N/A,25.3,18.6,N/A,N/A
07/03/2019,37.5,33.1,32.9,26.6,20.9,N/A,23.4
08/03/2019,40.3,31.2,27.5,26.2,17.8,N/A,30.4
09/03/2019,40.5,32.7,38.3,31.9,21.0,16.3,26.8
10/03/2019,32.1,43.6,N/A,32.0,21.4,13.1,18.0
11/03/2019,35.5,25.0,30.9,26.4,19.3,13.8,26.0
12/03/2019,N/A,N/A,32.1,32.0,19.7,N/A,25.2
13/03/2019,43.4,N/A,N/A,35.5,22.4,N/A,N/A
14/03/2019,36.9,18.0,N/A,21.9,10.7,N/A,N/A
15/03/2019,34.0,25.4,27.2,28.0,15.0,8.9,23.4
16/03/2019,29.3,17.8,18.2,16.3,N/A,N/A,14.0
17/03/2019,32.7,25.8,24.6,20.8,25.5,N/A,29.4
18/03/2019,39.8,34.5,30.1,30.8,19.9,N/A,25.0
19/03/2019,43.2,40.1,37.5,34.1,26.0,13.3,26.7
20/03/2019,44.7,42.6,40.0,34.7,25.9,N/A,33.0
21/03/2019,37.3,41.8,34.2,38.1,25.4,N/A,24.3
22/03/2019,40.4,35.7,32.6,N/A,18.6,10.5,34.3
23/03/2019,34.9,23.8,29.9,30.3,18.2,9.0,29.5
24/03/2019,37.4,23.9,31.6,34.2,17.3,14.9,23.0
25/03/2019,N/A,20.3,21.0,19.8,16.9,12.1,18.3
26/03/2019,33.6,23.1,22.0,26.6,13.7,9.5,24.6
27/03/2019,38.9,30.5,30.5,33.0,22.1,N/A,27.7
28/03/2019,42.0,34.2,34.1,33.1,23.4,19.0,33.7
29/03/2019,22.7,26.0,27.7,18.7,16.1,N/A,17.9
30/03/2019,25.9,22.8,30.8,29.8,13.6,10.4,16.7
31/03/2019,31.0,24.6,N/A,15.2,16.9,16.6,24.3
01/04/2019,28.7,20.2,24.1,21.5,15.0,N/A,22.5
02/04/2019,46.8,26.6,27.2,29.5,14.8,11.7,25.0
03/04/2019,37.8,27.7,29.7,30.3,16.1,N/A,27.2
04/04/2019,36.3,26.1,31.7,26.1,16.7,N/A,20.7
05/04/2019,40.4,30.3,33.7,29.9,18.2,14.2,22.2
06/04/2019,46.5,31.5,40.4,39.2,23.7,17.2,30.1
07/04/2019,33.8,24.2,N/A,22.3,15.8,11.8,27.2
08/04/2019,49.0,36.7,38.8,34.1,22.8,20.9,28.5
09/04/2019,47.2,57.5,N/A,43.5,38.9,32.8,40.5
10/04/2019,35.2,24.1,N/A,25.7,19.3,8.9,26.3
11/04/2019,N/A,28.1,29.3,28.8,18.2,11.8,27.1
12/04/2019,32.0,29.8,N/A,26.7,17.1,10.2,26.3
13/04/2019,32.8,31.1,35.6,23.4,21.2,N/A,27.0
14/04/2019,56.8,42.1,64.1,63.8,40.0,32.9,44.8
15/04/2019,36.3,31.2,N/A,25.3,29.6,11.4,26.1
16/04/2019,28.1,17.3,19.3,N/A,10.4,N/A,16.8
17/04/2019,N/A,23.8,24.8,20.4,20.9,N/A,19.0
18/04/2019,35.8,35.5,45.2,30.0,25.1,17.4,31.1
19/04/2019,33.3,25.9,34.4,24.0,17.7,N/A,23.7
20/04/2019,29.1,24.3,35.1,22.3,18.0,14.2,25.5
21/04/2019,17.5,11.8,18.0,13.8,10.5,7.0,17.6
22/04/2019,N/A,18.6,21.8,14.7,11.2,8.4,16.9
23/04/2019,N/A,20.2,21.8,14.7,12.4,8.7,23.5
24/04/2019,31.8,22.6,29.3,N/A,15.6,10.0,18.4
25/04/2019,N/A,36.7,32.3,30.6,17.5,22.8,21.4
26/04/2019,51.2,36.4,36.4,27.2,27.1,52.0,27.1
27/04/2019,46.8,41.1,46.5,36.5,28.8,39.9,43.7
28/04/2019,77.8,70.0,75.6,N/A,50.6,48.3,57.2
29/04/2019,N/A,63.2,67.1,N/A,52.2,45.9,61.2
30/04/2019,59.8,64.0,63.0,N/A,50.8,42.9,64.2
01/05/2019,N/A,59.8,62.4,50.5,46.7,37.6,58.1
02/05/2019,47.8,56.6,55.1,49.9,45.0,31.0,42.1
03/05/2019,31.1,29.4,38.6,26.6,35.7,14.1,23.1
04/05/2019,26.8,23.6,35.0,23.5,22.9,13.1,21.9
05/05/2019,24.2,20.6,29.1,19.3,14.8,13.0,23.7
06/05/2019,50.4,36.5,53.5,40.4,32.1,31.9,38.6
07/05/2019,42.3,38.2,56.0,40.1,41.6,35.7,39.9
08/05/2019,28.0,25.7,38.2,32.6,N/A,15.4,23.2
09/05/2019,33.7,25.0,25.9,22.5,17.1,12.8,23.7
10/05/2019,28.3,22.0,36.3,30.4,19.9,14.6,20.3
11/05/2019,23.0,17.5,N/A,25.0,12.5,15.5,19.2
12/05/2019,28.4,20.0,30.4,25.4,16.5,15.8,20.7
13/05/2019,30.9,26.3,N/A,31.8,19.0,11.2,29.4
14/05/2019,30.1,28.4,35.2,33.1,21.1,18.8,26.8
15/05/2019,N/A,43.9,49.1,38.6,27.7,25.2,39.9
16/05/2019,33.1,47.3,48.1,39.0,29.2,22.6,N/A
17/05/2019,48.2,41.4,46.6,40.9,34.3,30.4,N/A
18/05/2019,27.6,24.9,42.9,35.2,24.4,19.7,25.0
19/05/2019,26.5,28.5,31.6,26.5,25.0,18.4,26.6
20/05/2019,34.2,37.1,42.1,38.3,29.7,20.8,35.2
21/05/2019,23.1,38.7,37.9,31.7,24.8,16.3,N/A
22/05/2019,N/A,26.1,35.6,34.7,22.0,27.4,N/A
23/05/2019,N/A,47.3,45.3,30.8,31.0,35.4,N/A
24/05/2019,N/A,50.4,66.9,50.1,45.4,37.4,N/A
25/05/2019,N/A,26.9,37.1,30.5,38.5,21.4,N/A
26/05/2019,N/A,22.4,N/A,26.3,21.0,19.1,N/A
27/05/2019,N/A,30.5,N/A,32.3,24.6,18.8,N/A
28/05/2019,N/A,32.8,41.9,32.6,27.3,17.8,N/A
29/05/2019,N/A,32.3,42.7,36.4,23.3,23.4,N/A
30/05/2019,50.8,61.5,58.3,46.7,39.3,43.4,N/A
31/05/2019,38.8,49.8,53.2,37.6,45.1,28.0,N/A
01/06/2019,42.4,38.3,43.3,38.9,31.5,26.7,N/A
02/06/2019,36.5,38.7,44.8,35.9,33.8,32.5,N/A
03/06/2019,45.3,49.8,50.7,43.5,35.2,37.9,N/A
04/06/2019,47.2,58.9,92.6,56.2,45.7,35.8,N/A
05/06/2019,38.1,49.5,56.5,42.3,47.4,29.1,N/A
06/06/2019,24.5,42.5,45.6,38.9,44.8,21.8,N/A
07/06/2019,25.4,33.1,35.7,27.0,29.2,14.6,N/A
08/06/2019,31.2,28.6,41.9,32.0,N/A,21.0,23.5
09/06/2019,30.9,32.4,39.0,29.8,N/A,25.6,24.8
10/06/2019,36.9,39.5,50.3,38.8,33.0,29.8,31.3
11/06/2019,42.2,37.9,48.3,41.7,31.6,25.1,31.9
12/06/2019,36.2,39.3,48.7,41.1,32.6,26.7,30.2
13/06/2019,40.4,39.3,47.2,41.5,34.7,26.8,29.3
14/06/2019,34.1,38.6,47.7,46.0,35.6,N/A,34.0
15/06/2019,29.9,31.3,38.7,36.4,31.7,N/A,29.0
16/06/2019,31.0,32.1,39.4,35.9,31.0,N/A,32.0
17/06/2019,30.9,36.5,44.6,40.6,36.2,N/A,34.2
18/06/2019,40.7,40.2,54.6,50.1,43.9,N/A,36.4
19/06/2019,39.3,36.1,49.2,44.6,39.8,26.8,34.1
20/06/2019,42.0,40.8,54.3,47.4,44.9,28.0,34.1
21/06/2019,34.1,36.4,47.3,44.4,40.9,19.4,33.1
22/06/2019,31.7,37.1,43.0,40.8,37.7,21.7,35.2
23/06/2019,25.0,32.7,40.7,40.7,39.0,19.8,29.4
24/06/2019,25.7,31.0,32.4,34.2,N/A,18.5,26.1
25/06/2019,29.2,31.0,37.8,38.0,N/A,20.1,29.3
26/06/2019,35.3,35.7,40.6,41.8,38.1,23.8,31.2
27/06/2019,40.3,46.2,52.1,45.4,37.3,27.6,40.1
28/06/2019,47.1,48.7,57.9,50.8,44.4,39.9,45.7
29/06/2019,42.0,45.9,53.6,N/A,43.3,27.2,43.4
30/06/2019,27.1,35.2,44.2,33.1,44.4,25.0,33.5
01/07/2019,22.5,24.9,32.9,26.9,24.1,16.1,27.3
02/07/2019,22.8,23.6,34.0,27.6,N/A,16.0,24.1
03/07/2019,30.8,31.4,38.0,30.7,34.5,22.1,31.5
04/07/2019,33.5,37.6,45.1,44.1,38.4,24.1,36.6
05/07/2019,35.0,42.4,50.8,40.8,37.7,24.4,38.2
06/07/2019,33.0,35.6,49.0,38.5,36.5,27.8,39.5
07/07/2019,34.6,32.9,47.3,36.8,39.4,27.0,39.3
08/07/2019,35.1,38.2,54.0,46.7,37.9,27.4,38.6
09/07/2019,40.3,41.9,52.6,43.5,37.0,25.8,36.5
10/07/2019,33.9,39.3,46.6,36.8,38.3,26.5,37.8
11/07/2019,43.0,49.2,53.5,42.4,43.9,32.1,46.5
12/07/2019,44.8,43.7,77.8,68.1,55.5,31.9,42.3
13/07/2019,34.0,34.6,47.3,40.5,39.7,24.8,39.7
14/07/2019,32.1,31.1,44.5,33.5,41.0,25.2,N/A
15/07/2019,29.6,33.4,42.5,41.4,34.7,21.1,33.5
16/07/2019,27.2,27.0,37.6,N/A,27.3,13.2,20.8
17/07/2019,N/A,26.9,38.5,N/A,27.7,19.3,34.0
18/07/2019,N/A,30.6,39.2,N/A,42.5,16.3,31.4
19/07/2019,N/A,33.5,34.2,31.2,37.1,15.6,35.5
20/07/2019,N/A,31.4,30.8,28.9,38.1,17.6,29.6
21/07/2019,N/A,31.4,31.0,25.3,36.8,14.2,39.6
22/07/2019,N/A,37.4,33.5,28.7,36.9,15.6,35.3
23/07/2019,31.5,31.5,38.4,34.1,42.0,16.8,34.2
24/07/2019,32.8,33.0,37.7,37.0,36.0,15.7,36.0
25/07/2019,40.7,37.8,44.9,45.2,40.5,21.1,48.4
26/07/2019,41.9,43.6,46.6,44.7,41.0,20.7,38.8
27/07/2019,31.7,38.6,37.0,39.3,43.6,20.8,38.7
28/07/2019,41.2,32.4,43.5,48.5,36.9,21.2,35.0
29/07/2019,42.9,38.1,49.9,42.2,36.7,21.4,40.1
30/07/2019,40.2,35.4,40.6,33.5,34.2,27.1,31.5
31/07/2019,31.5,33.6,37.1,32.0,N/A,19.9,29.3
01/08/2019,31.6,39.7,36.5,36.1,N/A,20.8,33.3
02/08/2019,44.9,44.0,46.9,46.2,39.0,28.3,40.8
03/08/2019,40.6,38.5,46.4,41.4,38.1,30.3,36.8
04/08/2019,41.9,44.0,48.3,39.1,41.7,31.5,40.5
05/08/2019,41.4,46.4,44.1,39.5,41.2,N/A,44.9
06/08/2019,47.8,43.0,45.3,44.5,38.9,N/A,45.1
07/08/2019,38.3,43.9,44.7,44.1,40.2,28.2,44.7
08/08/2019,27.1,34.3,40.5,35.0,30.2,17.2,27.5
09/08/2019,25.3,38.4,38.3,35.3,33.0,18.8,34.0
10/08/2019,28.7,38.2,44.2,44.0,37.0,17.3,37.0
11/08/2019,25.6,34.0,42.0,36.5,34.9,18.2,32.8
12/08/2019,28.7,29.2,40.7,35.4,33.0,16.0,30.8
13/08/2019,25.2,36.9,40.2,38.3,36.9,18.6,31.3
14/08/2019,31.5,34.6,46.6,46.3,36.7,24.4,37.8
15/08/2019,28.7,28.9,54.0,54.0,34.9,24.3,N/A
16/08/2019,23.4,28.6,34.2,32.9,29.8,21.3,N/A
17/08/2019,37.5,41.2,45.1,41.4,41.8,31.6,N/A
18/08/2019,38.0,33.9,48.4,40.2,41.0,25.4,N/A
19/08/2019,33.0,36.1,39.9,36.1,38.3,21.1,N/A
20/08/2019,24.4,29.0,34.6,32.8,29.0,15.5,N/A
21/08/2019,20.0,28.9,27.3,28.0,29.8,13.7,25.9
22/08/2019,27.2,31.9,30.1,31.8,30.3,20.0,33.4
23/08/2019,26.0,31.2,34.3,30.9,33.1,N/A,35.3
24/08/2019,25.2,29.3,29.2,26.7,28.7,19.6,26.7
25/08/2019,24.2,29.2,37.3,34.8,32.5,18.6,30.7
26/08/2019,32.4,40.4,41.9,40.6,36.1,19.7,39.4
27/08/2019,35.9,37.0,42.9,42.1,38.3,21.3,44.0
28/08/2019,35.8,42.9,47.5,39.7,41.4,20.7,N/A
29/08/2019,34.7,39.5,45.6,47.1,43.2,20.9,N/A
30/08/2019,34.0,43.0,44.0,43.7,42.3,22.8,N/A
31/08/2019,37.5,35.7,46.3,42.5,43.1,24.7,N/A
01/09/2019,27.4,30.2,37.7,33.5,41.4,19.5,N/A
02/09/2019,30.4,36.4,39.7,39.8,41.0,22.6,N/A
03/09/2019,36.1,N/A,43.8,43.4,45.7,28.1,N/A
04/09/2019,38.2,42.9,42.5,46.1,42.5,27.4,40.0
05/09/2019,37.4,43.6,41.6,44.7,42.8,28.9,40.3
06/09/2019,36.7,42.6,41.9,46.8,44.7,28.0,38.8
07/09/2019,35.0,41.4,41.7,52.2,45.5,28.3,43.3
08/09/2019,31.2,37.4,42.5,37.7,46.8,22.7,36.9
09/09/2019,33.1,40.7,38.3,40.4,39.1,23.1,42.5
10/09/2019,38.6,43.8,47.5,46.2,45.0,24.7,43.1
11/09/2019,36.8,40.6,41.2,45.8,43.8,26.8,39.1
12/09/2019,28.4,46.5,41.0,42.3,42.7,18.2,38.5
13/09/2019,35.5,40.9,37.6,41.5,37.2,19.8,44.6
14/09/2019,36.4,39.1,44.5,43.4,39.8,21.7,45.3
15/09/2019,25.7,32.0,37.5,35.4,32.8,16.7,41.4
16/09/2019,29.6,28.7,36.6,28.2,28.6,14.4,31.9
17/09/2019,31.3,32.6,35.8,31.6,30.8,16.7,33.3
18/09/2019,32.3,31.8,32.8,31.0,30.2,18.2,30.7
19/09/2019,30.3,34.9,34.3,31.6,33.2,17.9,N/A
20/09/2019,26.0,32.7,28.2,28.8,35.4,15.4,N/A
21/09/2019,32.6,30.1,31.1,28.8,32.2,21.7,N/A
22/09/2019,23.2,30.3,29.8,28.2,32.3,19.2,N/A
23/09/2019,27.0,32.3,29.4,29.4,31.5,17.6,29.5
24/09/2019,32.3,27.9,31.7,31.5,30.3,18.5,25.6
25/09/2019,26.6,25.0,29.2,30.8,N/A,17.8,23.2
26/09/2019,32.1,33.5,35.0,33.7,35.7,24.6,33.6
27/09/2019,31.6,36.6,35.6,33.2,37.6,20.8,29.6
28/09/2019,27.5,30.9,31.3,29.8,37.6,19.4,26.1
29/09/2019,26.9,27.6,28.9,28.5,37.0,18.4,25.6
30/09/2019,35.1,31.7,33.2,33.6,33.6,14.4,23.3
01/10/2019,29.0,24.7,29.7,26.0,34.3,18.9,24.5
02/10/2019,37.9,28.9,34.4,36.9,34.9,19.1,27.8
03/10/2019,31.2,24.6,33.9,N/A,N/A,18.5,23.2
04/10/2019,N/A,25.3,28.5,N/A,N/A,13.0,19.9
05/10/2019,N/A,17.0,N/A,N/A,N/A,12.6,22.7
06/10/2019,N/A,22.1,N/A,53.1,56.9,N/A,26.1
07/10/2019,N/A,N/A,N/A,48.4,25.5,13.6,21.1
08/10/2019,N/A,N/A,N/A,20.3,28.5,N/A,19.6
09/10/2019,22.4,25.6,N/A,21.9,26.3,10.9,21.9
10/10/2019,26.1,27.0,N/A,27.1,N/A,11.6,26.8
11/10/2019,36.0,31.9,44.6,34.4,N/A,N/A,27.6
12/10/2019,37.0,40.3,49.3,35.7,N/A,N/A,47.3
13/10/2019,36.7,38.9,41.9,33.2,N/A,26.6,40.5
14/10/2019,64.0,59.2,66.1,44.2,N/A,25.4,64.3
15/10/2019,63.3,N/A,71.6,N/A,N/A,37.1,65.9
16/10/2019,N/A,N/A,42.6,36.6,38.1,N/A,36.4
17/10/2019,N/A,41.2,N/A,N/A,N/A,20.3,30.8
18/10/2019,N/A,44.4,N/A,N/A,N/A,23.6,36.7
19/10/2019,N/A,40.5,N/A,N/A,39.8,24.6,39.9
20/10/2019,N/A,38.2,N/A,N/A,39.3,29.1,38.6
21/10/2019,N/A,37.3,N/A,N/A,39.1,23.9,44.9
22/10/2019,N/A,45.1,N/A,N/A,N/A,19.8,41.6
23/10/2019,48.8,34.1,N/A,N/A,N/A,19.6,30.4
24/10/2019,32.5,30.4,35.5,N/A,N/A,15.7,21.4
25/10/2019,43.5,33.2,30.9,N/A,N/A,15.0,29.4
26/10/2019,48.4,46.9,40.6,N/A,40.4,23.4,32.7
27/10/2019,26.6,35.6,N/A,N/A,N/A,18.1,32.9
28/10/2019,31.5,19.5,N/A,N/A,N/A,8.6,N/A
29/10/2019,51.8,31.5,N/A,N/A,N/A,14.1,N/A
30/10/2019,47.5,36.7,N/A,N/A,N/A,20.3,36.2
31/10/2019,42.3,31.7,N/A,N/A,N/A,17.3,30.7
01/11/2019,41.6,27.9,N/A,N/A,N/A,N/A,27.6
02/11/2019,29.4,23.1,28.9,N/A,14.1,N/A,27.8
03/11/2019,42.6,20.1,24.1,N/A,14.1,N/A,22.8
04/11/2019,50.8,31.6,36.1,N/A,19.0,N/A,29.7
05/11/2019,62.5,39.0,44.2,N/A,29.9,N/A,33.9
06/11/2019,67.8,42.6,54.0,N/A,36.9,28.0,45.0
07/11/2019,74.4,55.6,65.5,N/A,35.2,28.8,56.0
08/11/2019,87.5,56.8,66.6,N/A,45.9,37.5,57.2
09/11/2019,82.0,61.9,66.3,N/A,48.2,45.2,71.4
10/11/2019,66.3,47.5,55.8,N/A,41.6,41.5,62.5
11/11/2019,74.7,59.7,61.0,N/A,39.8,30.5,61.8
12/11/2019,83.1,56.1,60.3,N/A,37.1,30.2,56.3
13/11/2019,80.0,57.1,63.4,N/A,46.9,39.0,67.6
14/11/2019,66.1,68.9,69.1,N/A,55.6,37.0,75.9
15/11/2019,52.0,60.9,61.7,N/A,41.4,32.3,52.0
16/11/2019,48.8,47.1,47.3,N/A,26.6,22.9,41.4
17/11/2019,55.0,47.0,63.9,N/A,46.5,41.2,49.3
18/11/2019,67.9,51.6,53.1,N/A,34.7,32.9,N/A
19/11/2019,60.3,40.1,46.3,N/A,32.6,21.7,42.3
20/11/2019,54.6,39.1,45.4,N/A,27.2,22.5,37.1
21/11/2019,46.2,39.9,44.7,N/A,34.4,15.3,33.2
22/11/2019,52.5,37.7,46.2,N/A,27.6,21.5,N/A
23/11/2019,67.4,46.7,58.0,N/A,37.4,36.3,41.4
24/11/2019,59.1,38.0,51.4,N/A,36.2,33.4,45.0
25/11/2019,66.1,55.7,65.0,N/A,48.8,36.3,47.0
26/11/2019,62.2,66.1,78.0,N/A,65.9,43.6,52.3
27/11/2019,37.3,23.9,N/A,N/A,N/A,9.3,26.1
28/11/2019,38.6,28.1,35.3,N/A,N/A,N/A,23.6
29/11/2019,39.5,24.6,30.9,N/A,N/A,6.4,22.4
30/11/2019,33.2,20.8,32.2,N/A,N/A,7.6,28.1
01/12/2019,23.4,19.8,27.3,N/A,N/A,8.5,23.6
02/12/2019,36.2,24.3,28.2,N/A,N/A,8.0,20.1
03/12/2019,37.0,25.5,27.2,N/A,N/A,5.7,18.5
04/12/2019,32.0,19.4,27.4,N/A,12.6,7.0,17.4
05/12/2019,30.7,22.1,26.1,N/A,21.4,10.6,20.9
06/12/2019,43.2,25.2,29.4,N/A,18.7,11.1,26.0
07/12/2019,32.4,17.6,27.4,N/A,18.5,9.2,25.3
08/12/2019,35.2,18.0,28.1,N/A,N/A,8.9,22.3
09/12/2019,38.3,23.8,30.9,N/A,N/A,9.1,24.4
10/12/2019,33.3,28.5,29.4,N/A,10.6,7.1,19.2
11/12/2019,21.6,26.0,28.2,N/A,12.3,12.7,22.0
12/12/2019,34.6,21.3,33.2,N/A,11.4,10.6,33.9
13/12/2019,48.4,N/A,32.8,N/A,14.6,12.8,24.7
14/12/2019,26.3,17.8,20.8,N/A,21.6,N/A,26.9
15/12/2019,39.3,40.2,30.3,N/A,28.8,N/A,40.2
16/12/2019,55.0,50.8,49.6,N/A,22.3,N/A,33.7
17/12/2019,68.0,41.2,44.6,N/A,12.9,7.9,30.2
18/12/2019,67.8,37.5,44.8,N/A,14.9,N/A,38.6
19/12/2019,78.3,47.0,57.4,N/A,19.8,N/A,45.4
20/12/2019,56.4,48.4,55.1,N/A,24.5,N/A,46.4
21/12/2019,58.9,41.3,53.6,N/A,N/A,N/A,32.6
22/12/2019,44.5,27.7,44.0,N/A,N/A,10.8,31.0
23/12/2019,39.6,32.7,41.2,N/A,N/A,10.7,33.1
24/12/2019,30.2,39.2,45.7,N/A,44.8,N/A,49.6
25/12/2019,22.6,11.4,15.4,N/A,12.3,N/A,22.0
26/12/2019,16.5,11.4,15.4,N/A,8.7,N/A,19.6
27/12/2019,51.8,20.6,26.2,N/A,9.0,N/A,27.3
28/12/2019,39.7,14.7,22.3,N/A,10.3,N/A,20.9
29/12/2019,17.8,10.6,23.8,N/A,N/A,N/A,13.9
30/12/2019,15.4,18.5,24.5,N/A,N/A,6.9,29.8
31/12/2019,46.7,28.5,41.8,N/A,N/A,6.3,21.2
01/01/2020,42.9,19.2,34.3,N/A,N/A,3.8,N/A
02/01/2020,20.6,10.6,21.8,N/A,N/A,N/A,N/A
03/01/2020,10.8,11.9,13.3,N/A,7.4,N/A,16.9
04/01/2020,24.4,19.3,27.4,N/A,N/A,5.3,15.8
05/01/2020,32.4,30.0,28.6,N/A,15.2,8.4,26.2
06/01/2020,22.6,29.8,33.3,N/A,36.0,9.3,43.2
07/01/2020,29.6,39.1,36.4,N/A,41.4,N/A,24.6
08/01/2020,20.4,15.8,13.7,N/A,5.0,N/A,16.2
09/01/2020,25.9,33.7,24.8,N/A,N/A,7.6,24.5
10/01/2020,56.7,29.9,28.4,N/A,12.2,10.1,38.5
11/01/2020,50.0,26.5,36.6,N/A,N/A,4.6,29.2
12/01/2020,40.1,18.0,34.3,N/A,N/A,6.2,22.8
13/01/2020,49.3,32.6,46.3,N/A,N/A,7.8,25.5
14/01/2020,54.1,40.4,52.6,N/A,18.3,12.1,33.5
15/01/2020,54.4,33.6,41.3,N/A,20.2,N/A,40.8
16/01/2020,37.7,26.1,35.9,N/A,21.5,N/A,23.5
17/01/2020,23.1,31.0,36.5,N/A,21.0,N/A,21.0
18/01/2020,44.8,27.9,34.8,N/A,17.1,12.5,29.9
19/01/2020,27.3,15.5,28.0,N/A,13.4,9.1,16.0
20/01/2020,28.7,N/A,25.7,N/A,16.6,8.8,28.2
21/01/2020,21.1,N/A,22.0,N/A,13.5,6.5,17.2
22/01/2020,46.8,31.6,30.4,N/A,14.3,7.4,26.2
23/01/2020,45.4,25.5,30.1,N/A,17.6,N/A,19.0
24/01/2020,26.9,22.5,23.3,N/A,14.5,5.8,24.7
25/01/2020,38.3,19.8,25.8,N/A,14.7,N/A,N/A
26/01/2020,43.3,17.4,21.8,N/A,11.5,N/A,N/A
27/01/2020,54.7,35.0,35.5,N/A,18.2,N/A,N/A
28/01/2020,55.5,34.5,46.3,N/A,25.5,16.7,N/A
29/01/2020,40.3,25.9,29.2,N/A,14.6,N/A,19.9
30/01/2020,42.9,20.3,21.4,N/A,16.2,N/A,23.8
31/01/2020,23.8,18.3,17.8,N/A,12.9,N/A,24.2
01/02/2020,26.1,26.3,19.2,20.9,18.1,N/A,30.4
02/02/2020,35.6,22.6,26.5,33.7,15.9,N/A,26.3
03/02/2020,51.3,28.2,38.3,49.2,18.1,N/A,24.1
04/02/2020,49.1,22.8,35.1,45.4,22.8,N/A,20.8
05/02/2020,27.9,29.1,22.5,26.4,29.8,9.6,38.0
06/02/2020,42.9,34.9,32.0,34.2,40.6,39.8,45.4
07/02/2020,23.1,N/A,N/A,16.4,16.0,N/A,21.2
08/02/2020,14.5,19.3,15.5,16.8,10.0,8.6,19.1
09/02/2020,15.3,16.0,16.6,15.3,N/A,9.6,N/A
10/02/2020,28.2,28.4,N/A,19.6,N/A,6.0,N/A
11/02/2020,28.7,32.4,34.4,33.1,N/A,8.6,N/A
12/02/2020,32.4,30.2,33.6,21.6,21.5,N/A,27.0
13/02/2020,38.8,29.1,41.8,25.1,25.1,N/A,34.2
14/02/2020,N/A,28.4,43.8,26.2,26.0,16.6,33.4
15/02/2020,N/A,27.9,35.1,24.8,24.5,19.6,33.7
16/02/2020,N/A,26.4,26.8,22.5,19.4,14.5,34.0
17/02/2020,N/A,35.1,28.2,26.8,16.1,11.3,26.8
18/02/2020,N/A,30.9,33.9,27.9,22.0,15.0,31.4
19/02/2020,N/A,33.4,33.5,29.9,23.3,14.5,23.4
20/02/2020,N/A,28.8,24.7,27.0,27.8,N/A,18.1
21/02/2020,N/A,15.7,20.1,19.2,17.7,N/A,20.6
22/02/2020,32.8,17.3,16.8,24.2,17.6,N/A,17.4
23/02/2020,40.1,22.3,20.9,20.8,17.8,N/A,24.6
24/02/2020,37.8,21.8,26.9,27.6,17.4,N/A,18.9
25/02/2020,38.0,37.3,27.5,36.3,19.8,N/A,23.0
26/02/2020,43.3,32.3,34.5,34.6,22.0,N/A,28.8
27/02/2020,37.1,34.3,47.2,43.2,23.4,N/A,23.7
28/02/2020,37.5,35.9,38.2,42.1,28.4,N/A,N/A
29/02/2020,24.5,19.6,20.4,25.7,N/A,N/A,22.9
01/03/2020,15.4,25.8,18.5,16.4,20.9,N/A,23.0
